# Source: Michon et al., Nat. Commun. 14, 3033 (2023), doi:10.1038/s41467-023-38762-5
# Open data: Yareta (University of Geneva), DOI 10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi (CC-BY-4.0)
# Archive member: researchdata/for-yareta/experimental-data/Epsilon_LSCO-0p24.txt
# Fetched by scripts/fetch_michon2023.py; content below is verbatim.
#
# Complex relative dielectric function of La(2-x)Sr(x)CuO(4) at x=0.24 versus
# energy at temperatures T = [9,15,20,30,40,50,60,75,100,150,200,250,300] Kelvin
#
# Energy (eV)	Eps1 9K	Eps2 9K	Eps1 15K	Eps2 15K	Eps1 20K	Eps2 20K	Eps1 30K	Eps2 30K	Eps1 40K	Eps2 40K	Eps1 50K	Eps2 50K	Eps1 60K	Eps2 60K	Eps1 75K	Eps2 75K	Eps1 100K	Eps2 100K	Eps1 150K	Eps2 150K	Eps1 200K	Eps2 200K	Eps1 250K	Eps2 250K	Eps1 300K	Eps2 300K
#
0.011955465	-12416.392	693.52295	-13172.163	1255.4109	-13529.712	-157.38315	-14115.358	874.65765	-12300.060	1327.3522	-11924.748	2267.4988	-10457.467	1083.1309	-9112.4024	6285.4746	-3897.1250	6139.9053	-3685.5223	5784.1987	-1813.0037	4776.7554	-667.61131	3595.7195	-159.56425	2664.7959
0.012194629	-12011.757	1260.5377	-13057.054	1845.2754	-12952.832	1081.7010	-13580.273	1941.7883	-11992.873	2160.8513	-11679.464	3168.2888	-9390.6514	2314.5242	-8573.9993	6547.5601	-3514.2806	6179.1904	-3121.2521	5797.4805	-1529.2504	4581.7544	-456.36125	3501.2827	48.869438	2585.4934
0.012434289	-12034.149	1331.6744	-13521.683	1619.9095	-13551.062	1471.3560	-14283.595	2274.7278	-12417.914	2419.3254	-12430.100	3409.0120	-9419.3716	3438.3105	-8761.0761	6776.0474	-3417.8342	6389.0605	-3015.9717	6093.8892	-1358.9501	4679.0337	-359.60745	3594.1941	171.48834	2692.9043
0.012672337	-11798.521	966.00403	-13309.600	507.37793	-13578.193	213.67542	-14690.000	928.69739	-12716.807	1758.1414	-12879.780	2237.2461	-10065.886	3613.5183	-9181.4134	6201.8384	-3650.8123	6429.9985	-3339.7625	6128.7231	-1552.6869	4749.5679	-437.68247	3657.2053	94.320856	2804.6506
0.012911624	-11346.128	910.83704	-12371.662	110.10915	-12480.233	-139.43097	-13751.290	-80.631424	-12335.875	1053.7990	-12184.149	1432.7418	-10343.935	3315.2598	-8848.1492	5647.1245	-3766.8522	6199.3564	-3408.3461	5853.9282	-1648.1340	4526.0610	-443.73765	3595.5957	69.605071	2737.0876
0.013150913	-11008.739	811.93365	-11815.148	231.28645	-11796.765	237.16084	-12766.196	-216.38661	-11777.482	666.36523	-11410.615	1172.9338	-10375.107	2941.9653	-8515.0131	5481.8657	-3656.2753	6040.1274	-3295.9658	5714.5439	-1514.5702	4334.0078	-427.17934	3607.5088	134.97535	2731.6335
0.013390200	-10624.546	659.11469	-11418.147	-122.01664	-11580.108	355.49274	-12109.846	-266.57440	-11057.749	197.76477	-10724.336	1068.3047	-10207.289	2342.8804	-8457.6699	5196.5283	-3667.9117	6024.7974	-3374.4944	5639.0532	-1413.0247	4285.4629	-547.89231	3642.8682	87.820548	2838.3125
0.013629489	-10295.441	628.68311	-10727.079	-389.07703	-11477.229	227.58948	-11694.745	-316.26648	-10294.780	229.94363	-10378.001	1397.2299	-9693.9563	1909.9641	-8302.1244	4924.5439	-3859.4114	5919.6689	-3465.4293	5442.1377	-1340.4921	4290.4375	-663.52544	3546.7646	-34.700678	2856.6631
0.013868776	-10018.137	356.40982	-10142.275	-357.68387	-11193.374	-296.14316	-11203.863	-772.69781	-9849.8936	313.15155	-10438.888	1134.8108	-9145.2870	1747.7128	-8241.5702	4566.3232	-4005.2715	5658.3179	-3475.3268	5185.6479	-1343.7643	4353.2441	-704.09486	3420.2781	-139.00948	2809.4707
0.014108064	-9311.6656	-89.860649	-9481.4164	-601.27930	-10304.874	-839.74127	-10174.588	-1189.0485	-9349.0188	63.290188	-9970.4113	358.85867	-8626.3606	1599.0081	-8042.5167	3919.2197	-4080.4745	5268.7808	-3415.5088	4918.4971	-1535.0032	4362.5527	-756.75797	3296.1396	-277.87255	2730.2671
0.014346112	-8449.1253	120.42681	-8580.9569	-517.57233	-9327.6480	-632.03680	-9072.8722	-912.28296	-8536.5997	15.776761	-8993.4285	136.51747	-8054.6569	1630.9080	-7438.3175	3497.0801	-3928.7711	4855.5327	-3254.2022	4718.1758	-1721.9900	4142.5615	-737.03849	3132.1230	-361.20545	2548.3665
0.014585400	-7981.6497	645.05115	-7876.4180	20.974155	-8735.3555	-163.30843	-8368.2686	-268.04007	-7818.2848	461.07941	-8119.6295	373.87323	-7604.0095	1895.5927	-6801.5924	3365.1064	-3589.7757	4652.0420	-3108.4416	4589.5352	-1668.4845	3830.4629	-648.75800	3003.6912	-319.99463	2347.3882
0.014824688	-7893.1723	1029.2202	-7624.3728	717.13837	-8478.3785	257.88657	-8133.3193	415.39005	-7557.3209	1138.0574	-7558.4865	899.61554	-7405.0507	2205.1030	-6259.3825	3504.6921	-3349.3348	4673.2510	-2945.1605	4540.6074	-1424.0858	3680.4617	-527.48955	2944.9409	-185.45771	2220.2417
0.015063975	-7975.3293	1156.4946	-7812.0042	1167.7179	-8414.0438	487.62180	-8264.2636	805.82367	-7758.5284	1510.8463	-7383.4441	1462.4961	-7425.0412	2402.4314	-5972.9848	3860.2490	-3341.7919	4715.0942	-2869.8276	4576.5449	-1249.9291	3746.7102	-422.30967	2969.0537	-44.546407	2203.8184
0.015303263	-7965.2010	969.98938	-8062.0899	1036.4479	-8317.8602	479.27365	-8396.1425	707.80298	-7957.2340	1305.1781	-7531.7226	1794.6675	-7507.1795	2337.9897	-6085.8683	4042.1489	-3414.1145	4599.5039	-2955.5946	4542.8223	-1317.7783	3849.1738	-421.35400	3038.0950	7.1678851	2261.7305
0.015542551	-7746.0018	824.96820	-8002.9297	807.95178	-8170.1157	541.03229	-8261.1298	538.74139	-7797.4269	1089.0073	-7769.4136	1768.1355	-7482.7648	2218.2744	-6241.5177	3949.2463	-3344.2395	4443.6694	-2963.2786	4425.4458	-1417.7289	3794.5869	-453.22382	3056.4055	19.574734	2286.8469
0.015781838	-7484.2639	750.22827	-7796.6251	605.25006	-8121.0518	536.15759	-8024.2781	443.23315	-7577.8814	1008.7454	-7841.1847	1494.3467	-7415.9506	2005.3778	-6269.8352	3721.8838	-3273.8893	4339.2114	-2953.4488	4333.0425	-1423.8145	3692.7986	-492.26150	3056.7261	27.659073	2306.0840
0.016019886	-7196.5258	707.21478	-7448.0337	435.15375	-7998.6321	308.06009	-7713.3666	352.95490	-7327.9367	861.76892	-7621.9727	1149.3484	-7181.3273	1735.9564	-6168.4018	3438.5435	-3220.1354	4218.8569	-2992.0798	4183.2002	-1427.7728	3613.4236	-567.86568	3026.7593	-13.923610	2324.7600
0.016259175	-6985.5582	825.78705	-7134.4509	557.10797	-7723.5660	159.61320	-7480.6444	496.76929	-7056.3831	905.74292	-7339.8142	1151.4478	-6880.8076	1753.8784	-5961.4983	3341.6360	-3075.3149	4185.0737	-2884.3335	4070.7195	-1377.0320	3563.0229	-562.10555	2958.9695	-3.9604603	2291.3384
0.016498463	-6944.1124	818.40692	-7081.1141	641.62622	-7452.0755	54.694618	-7425.9297	459.02524	-6930.4733	911.30585	-7252.7025	1033.8879	-6783.5585	1744.3229	-5933.9114	3248.9905	-3073.1212	4256.9360	-2861.0888	4074.0015	-1384.2917	3585.7778	-555.96118	2968.2815	21.847873	2326.8074
0.016737750	-6731.6974	527.28827	-6943.2000	333.38400	-7006.9271	-146.65730	-7136.3020	162.88950	-6694.6354	695.80933	-6961.9465	675.75287	-6634.5497	1507.2622	-5881.9067	2841.4368	-3296.7700	4123.9434	-3034.2263	3914.4561	-1548.6184	3520.5120	-691.20374	2963.0598	-100.72585	2390.8774
0.016977038	-6302.0699	553.67078	-6485.6819	224.89604	-6491.6671	44.470276	-6650.4091	255.29337	-6298.6853	763.01349	-6452.4256	682.09735	-6290.6761	1466.5026	-5444.7541	2618.1921	-3252.4899	3813.1851	-2955.3266	3613.4365	-1549.9700	3306.5793	-737.80621	2815.3582	-192.88330	2279.2612
0.017216327	-6121.8999	849.92950	-6192.8116	499.69717	-6347.8041	495.54276	-6513.4155	667.62909	-6133.7580	1056.7926	-6222.6198	999.65216	-6127.1006	1690.6628	-5073.3238	2836.4255	-2978.7803	3764.2349	-2668.1662	3562.3633	-1355.8649	3239.5022	-628.66286	2737.9526	-95.370675	2175.3420
0.017455613	-6222.7565	871.19086	-6217.7219	602.48145	-6559.6653	574.56476	-6750.2602	676.18689	-6269.4637	1142.7551	-6319.4658	1023.3363	-6273.5080	1664.8651	-5150.2556	3018.8760	-2991.6961	3874.6711	-2634.1945	3690.2676	-1339.6684	3361.7463	-628.42584	2813.2720	-33.836675	2260.6782
0.017693661	-6161.4616	559.79004	-6160.7627	327.25327	-6548.0455	151.12874	-6691.9876	147.91464	-6336.8094	822.11407	-6210.9355	644.00043	-6266.1510	1245.7865	-5377.0317	2784.8198	-3242.4471	3732.9385	-2867.8024	3624.2512	-1573.7629	3375.5989	-806.24787	2824.7708	-182.30795	2381.9583
0.017932950	-5782.0121	375.07800	-5721.3574	99.594299	-6071.2253	-94.622650	-6083.6164	-118.64481	-6008.3512	475.12119	-5744.0358	505.92120	-5848.5639	933.52362	-5242.8306	2340.7512	-3227.8600	3354.6694	-2922.1510	3297.1145	-1725.3703	3122.0054	-943.92065	2629.6782	-402.50791	2278.4316
0.018172238	-5375.2747	475.88696	-5231.5315	294.11771	-5593.1185	77.421707	-5540.1627	173.40421	-5493.5544	456.54843	-5303.8617	664.33081	-5350.3173	979.36438	-4799.6021	2140.2466	-2919.4516	3139.7817	-2692.9715	3040.9958	-1620.7680	2841.3032	-877.75664	2390.2581	-438.86084	2031.6074
0.018411525	-5170.8061	766.84460	-5027.9243	708.96234	-5407.3180	429.67218	-5389.8165	643.89417	-5172.0995	796.36896	-5087.1973	1024.0726	-5055.1658	1282.8219	-4401.4780	2314.0842	-2606.1763	3212.5669	-2388.8451	3032.7737	-1369.0122	2745.2681	-673.56611	2285.5847	-282.47264	1865.8146
0.018650813	-5228.5969	978.05231	-5156.8282	1009.4672	-5476.3896	601.21442	-5606.0248	899.77612	-5203.4903	1100.8846	-5173.4807	1316.7201	-5076.9939	1589.0488	-4322.6564	2608.5972	-2534.0418	3439.6860	-2248.9062	3201.4004	-1193.3172	2846.8867	-510.97580	2353.5989	-105.99735	1871.5938
0.018890101	-5349.9394	883.58813	-5376.0966	908.92169	-5534.9191	505.69882	-5826.9211	655.59509	-5381.7718	1053.8892	-5392.9095	1269.9441	-5298.7884	1569.6058	-4538.6833	2643.2495	-2762.3533	3540.1748	-2378.5831	3310.3003	-1246.9508	2998.4800	-532.82479	2494.8486	-76.596319	1998.3843
0.019129390	-5267.1612	696.97180	-5332.2668	675.74756	-5421.0813	370.69681	-5662.5907	348.44717	-5358.7960	840.32245	-5416.8009	1040.7239	-5334.5232	1303.3550	-4628.3444	2421.2632	-2963.0469	3362.4292	-2511.6884	3211.7712	-1403.9031	2999.7727	-656.71591	2514.8284	-161.07260	2043.8214
0.019367438	-5108.6914	665.53937	-5159.0609	604.67035	-5248.2284	333.87686	-5407.9592	325.17838	-5196.4738	743.26257	-5281.3409	898.95044	-5184.2604	1178.7953	-4517.4495	2276.3438	-2935.0872	3162.5002	-2476.6685	3096.3938	-1460.5185	2901.8757	-684.80137	2442.6001	-171.04681	1994.7665
0.019606724	-5041.6966	633.88147	-5054.0589	586.20392	-5104.7886	320.26254	-5273.1049	313.07526	-5076.9147	698.72009	-5140.9718	806.54468	-5085.3155	1078.7521	-4446.9836	2194.3787	-2892.4138	3044.0320	-2447.5029	3071.8323	-1475.6305	2841.1958	-682.72356	2424.1755	-150.67643	2008.3654
0.019846013	-4938.4086	454.21707	-4972.7595	484.01526	-4967.3542	289.74060	-5119.2582	207.31657	-4950.4190	566.37860	-5003.8228	718.59137	-4946.9719	887.89996	-4410.2742	2038.8784	-2886.1760	2900.1130	-2524.6916	3029.6248	-1552.3518	2777.2510	-757.57814	2417.2561	-218.94759	2061.1133
0.020085301	-4667.9042	320.24692	-4793.3101	339.97681	-4802.3857	258.64285	-4888.1365	160.84203	-4711.7354	459.47791	-4827.2916	610.96271	-4690.1482	767.74298	-4283.8418	1853.7714	-2805.4542	2748.6853	-2609.0036	2868.3730	-1624.0342	2624.3323	-832.35568	2331.0540	-331.66167	2027.4739
0.020324588	-4380.5731	379.25455	-4528.9673	296.79114	-4631.3717	276.70279	-4671.7064	196.75671	-4460.0247	499.24448	-4599.2707	567.92523	-4416.7116	763.00598	-4082.0758	1739.7484	-2683.7948	2657.4043	-2567.2585	2656.4988	-1579.7274	2442.4714	-832.47080	2215.8169	-382.78972	1921.8979
0.020563876	-4197.6232	504.58829	-4295.0067	373.88983	-4485.4372	309.21463	-4491.8407	246.06972	-4270.4311	566.94232	-4384.2782	603.51483	-4191.7047	842.90479	-3882.4803	1702.1516	-2585.2249	2608.3872	-2423.3926	2512.9202	-1463.3244	2325.6042	-797.79931	2127.9805	-375.96803	1821.9612
0.020803165	-4104.6692	625.88928	-4138.8934	488.48621	-4340.3438	337.73273	-4323.9646	318.53119	-4122.5360	674.61407	-4221.4139	683.37097	-4051.1906	977.56396	-3713.4995	1711.4303	-2502.4256	2582.5891	-2267.2318	2471.2732	-1345.2461	2281.4314	-742.35893	2068.4785	-330.77758	1750.0989
0.021041213	-4079.6091	710.93768	-4072.9928	622.68073	-4209.5151	418.43152	-4225.9676	460.28098	-4055.9745	808.62988	-4114.5428	769.56775	-4012.4855	1091.8188	-3587.8880	1768.5452	-2442.9402	2580.3296	-2168.0132	2498.6577	-1251.0220	2295.2561	-675.18929	2052.4128	-267.24402	1723.1545
0.021280499	-4074.1161	709.48425	-4072.9165	663.71106	-4145.7955	517.26312	-4224.9479	529.40430	-4070.4748	869.61304	-4057.2482	849.75928	-4023.3415	1117.0760	-3534.7957	1819.0668	-2428.0269	2558.6086	-2151.9394	2517.1868	-1224.8632	2329.8381	-658.02014	2069.1187	-241.67488	1737.2759
0.021519788	-4013.8544	667.98462	-4038.9211	641.79462	-4131.6023	554.48816	-4200.5241	482.68042	-4058.8050	823.51245	-4032.4668	883.92285	-4008.9708	1094.7369	-3513.7119	1812.5477	-2395.3773	2516.4114	-2146.4076	2490.7681	-1240.6406	2324.7915	-673.46184	2059.5510	-250.68645	1735.5757
0.021759076	-3935.0020	690.08282	-3985.6400	655.55170	-4114.4175	551.00696	-4106.6112	466.50018	-3989.7968	829.65167	-4022.2246	908.62878	-3983.5359	1073.8630	-3470.6668	1808.2424	-2340.6982	2515.5806	-2104.3998	2483.8647	-1210.7140	2309.1697	-649.76163	2037.3732	-221.85310	1715.3160
0.021998363	-3911.6236	700.81476	-3963.6543	636.90210	-4092.9335	520.87885	-4035.8006	494.04135	-3971.6371	851.24561	-4035.1011	870.72638	-3961.5268	1003.4797	-3457.1586	1811.2245	-2351.0351	2535.6077	-2112.5828	2506.4690	-1199.8238	2336.0867	-637.12678	2055.0317	-191.84172	1743.6478
0.022237651	-3891.0766	635.95404	-3912.3118	561.55103	-4028.5606	429.57578	-3998.5208	474.13104	-3975.8434	784.39990	-4000.4362	763.14075	-3884.7876	904.42981	-3480.8982	1759.7802	-2418.2992	2505.5396	-2190.6978	2478.9426	-1268.0885	2346.5713	-684.36151	2074.5439	-228.93439	1799.9457
0.022476939	-3812.0790	555.90967	-3814.1835	515.85834	-3895.3867	384.72849	-3927.1370	412.12354	-3918.2124	689.53241	-3897.0729	682.59344	-3757.7445	850.53528	-3475.1672	1649.4253	-2472.7582	2406.5391	-2247.6570	2374.8018	-1335.3743	2285.2722	-746.24091	2043.8240	-309.91405	1808.2068
0.022714987	-3691.9065	501.56381	-3708.6926	482.73557	-3779.5074	414.01645	-3804.0867	368.83508	-3811.6458	611.40686	-3768.0917	624.05304	-3636.2528	844.00964	-3403.5281	1521.1571	-2473.2689	2269.9292	-2240.4265	2244.9678	-1351.1120	2194.5488	-783.46218	1977.5576	-382.58582	1760.5389
0.022954276	-3559.7951	490.15015	-3593.5748	471.45117	-3719.2291	439.09152	-3672.9946	382.86679	-3675.7565	566.95642	-3617.3880	609.61230	-3543.4661	860.66516	-3271.6286	1435.5928	-2410.1027	2147.1746	-2182.9287	2138.7195	-1332.4597	2115.0852	-787.86931	1902.9891	-421.99087	1683.3641
0.023193562	-3449.6116	516.04492	-3495.2312	493.99545	-3677.8866	420.26846	-3578.3050	423.06039	-3551.4211	582.74463	-3494.6610	665.58801	-3485.3122	876.14740	-3137.3272	1427.6786	-2320.1517	2076.9656	-2114.8145	2073.0918	-1299.7918	2058.9988	-761.14583	1848.1078	-419.63690	1607.5726
0.023432851	-3366.5321	537.36945	-3418.3275	498.51776	-3606.6303	363.62695	-3509.8746	443.12000	-3462.7757	592.11780	-3434.6476	713.65253	-3438.9819	850.30927	-3056.2834	1442.2866	-2254.5595	2027.6392	-2068.5015	2009.5774	-1277.2874	2013.6667	-748.75338	1815.6810	-407.17482	1549.9006
0.023672139	-3286.5595	555.98303	-3325.3939	498.22400	-3474.4222	313.43909	-3427.6304	448.32211	-3365.9057	587.90808	-3392.1805	721.80536	-3358.2454	812.14490	-3003.3329	1430.8948	-2187.4592	1973.5472	-2000.5260	1932.6426	-1252.3998	1961.1566	-750.59033	1768.1146	-388.19442	1494.4122
0.023911426	-3224.7838	601.73248	-3240.1379	546.06464	-3328.2169	351.66339	-3352.5341	503.37500	-3270.6972	632.94849	-3337.6228	726.34143	-3263.0741	820.07074	-2942.0381	1427.6149	-2094.0124	1960.4365	-1884.5373	1915.3389	-1198.1696	1927.9904	-709.73469	1717.3685	-335.84050	1452.7146
0.024150714	-3204.2314	622.26617	-3207.6172	586.15302	-3251.3654	434.15686	-3341.6847	550.74835	-3227.1920	678.87732	-3298.5764	742.62244	-3202.6271	839.04572	-2904.4452	1428.6858	-2042.0662	1988.6545	-1821.7864	1957.8337	-1165.0976	1928.4596	-663.02665	1708.1135	-291.14600	1455.0289
0.024388762	-3162.3960	574.58502	-3165.1899	545.91296	-3213.6964	445.52887	-3322.3798	486.51053	-3187.7875	656.44031	-3261.2993	699.05090	-3146.6424	814.50702	-2873.4699	1368.3073	-2055.6946	1974.9803	-1846.6726	1950.9045	-1184.0089	1901.5817	-671.80654	1704.9814	-308.76398	1462.3872
0.024628051	-3046.8389	562.77057	-3040.6955	540.41638	-3120.7143	443.45004	-3196.5767	449.48032	-3081.6922	651.37384	-3149.4023	660.79810	-3036.6324	805.41931	-2759.3997	1317.8796	-2027.8986	1905.3851	-1819.0213	1875.6461	-1157.0107	1824.2699	-673.33550	1649.9659	-320.89962	1404.1246
0.024867337	-2963.6724	677.56732	-2948.6965	679.44122	-3039.5471	558.02838	-3087.5714	561.38373	-2996.8911	772.32416	-3036.8660	756.89526	-2938.9290	916.22064	-2626.7998	1413.5024	-1916.8333	1910.4583	-1691.7604	1885.5490	-1031.6031	1812.0243	-582.90648	1611.7885	-226.21321	1345.8707
0.025106626	-3025.0681	778.80798	-3020.8004	816.13422	-3091.7409	673.48590	-3127.7404	685.52045	-3058.9304	894.35730	-3062.2909	884.90344	-2983.3167	1053.8340	-2649.7245	1564.7643	-1876.5788	2012.2665	-1645.5342	2007.1218	-957.43376	1920.1075	-497.75628	1673.5773	-112.98752	1396.1411
0.025345914	-3129.2418	678.32098	-3158.2328	725.23248	-3197.9037	602.85913	-3223.7580	609.30957	-3190.1056	816.51971	-3174.1688	834.72839	-3130.2841	1002.7148	-2822.8748	1531.7061	-1999.1886	2047.1539	-1790.1713	2057.4578	-1076.6827	2019.5459	-553.15256	1775.0421	-136.62039	1534.6609
0.025585201	-3069.9853	525.69672	-3124.3308	572.51410	-3163.7395	462.02979	-3173.0616	491.27493	-3161.5121	648.19934	-3160.1681	695.44763	-3142.9178	831.15881	-2858.8240	1344.2169	-2090.4139	1936.5309	-1893.2783	1939.3169	-1216.2021	1947.0410	-665.20022	1763.9286	-263.94135	1567.1277
0.025823249	-2940.6482	502.60699	-3019.8467	543.65747	-3051.6839	428.70081	-3078.4089	495.32553	-3041.4142	620.12140	-3059.9489	653.63214	-3035.8756	753.67957	-2740.2035	1257.9901	-2050.1955	1832.2548	-1843.2538	1838.3842	-1205.2661	1831.0734	-684.93991	1687.1915	-306.74623	1492.2018
0.026062537	-2857.8390	515.45593	-2962.3297	535.75189	-2973.9428	437.70615	-3049.7071	506.14413	-2979.9522	627.70001	-2988.2307	646.48547	-2946.6486	737.02850	-2650.5811	1253.6558	-1997.0604	1775.5828	-1797.9381	1797.7207	-1159.7583	1776.6478	-671.15382	1642.9260	-301.41848	1443.9247
0.026301825	-2803.2250	533.99323	-2917.2150	515.82727	-2930.7941	453.09799	-3034.3775	467.90408	-2947.3847	617.25092	-2941.0294	655.52252	-2896.1551	745.97528	-2613.8613	1272.6382	-1945.3798	1754.7170	-1770.6675	1771.1858	-1125.6787	1760.2087	-657.46396	1622.5100	-285.14612	1420.2716
0.026541112	-2781.1732	558.53400	-2877.6689	505.24136	-2916.1299	449.66858	-2997.0769	424.85666	-2923.4421	600.98846	-2934.0591	665.45618	-2889.8731	734.64294	-2628.1756	1276.9902	-1920.8046	1767.0967	-1746.7927	1767.1423	-1111.5227	1764.9888	-650.69334	1617.3018	-262.49317	1420.6447
0.026780400	-2775.3065	523.55725	-2841.9522	463.59103	-2883.5908	386.26367	-2936.7196	362.41440	-2891.5235	540.56079	-2939.8485	596.60046	-2865.6867	637.60980	-2657.6460	1191.5745	-1955.3157	1740.8804	-1769.7697	1742.5836	-1142.0214	1751.5825	-676.30792	1604.7717	-284.41807	1438.0714
0.027019689	-2722.2413	470.42957	-2770.6404	415.37225	-2791.0436	344.77267	-2833.4087	320.80560	-2808.9413	486.23569	-2871.0962	501.85004	-2752.1325	568.50995	-2600.0708	1085.4441	-1957.2221	1668.7151	-1775.3229	1673.3357	-1155.5987	1697.8883	-689.62567	1559.3615	-323.57724	1414.1437
0.027258977	-2645.5297	462.75974	-2678.9684	409.29602	-2700.7894	371.03369	-2734.1510	347.53476	-2713.5546	490.77615	-2761.6130	480.80045	-2634.4959	594.90649	-2496.1162	1053.2566	-1909.5674	1623.0005	-1726.1509	1624.2262	-1121.8151	1656.2710	-658.37040	1521.4677	-313.93653	1366.3342
0.027497025	-2590.5183	471.45523	-2610.7370	435.82956	-2658.1703	405.21390	-2679.5414	380.37067	-2653.9060	518.56183	-2680.1971	489.06003	-2580.5100	639.34125	-2428.0651	1060.8182	-1878.4025	1604.0581	-1687.4155	1610.5104	-1097.5172	1646.2626	-632.37473	1519.7234	-285.22895	1350.5210
0.027736312	-2542.8727	469.32767	-2564.0457	450.97025	-2630.3580	405.19122	-2637.6975	391.96921	-2616.2751	529.15552	-2612.6565	496.24817	-2551.1737	643.50574	-2388.5589	1055.3268	-1864.1291	1573.7656	-1675.5752	1587.5039	-1099.8514	1628.6003	-641.03156	1519.5972	-281.44444	1353.0767
0.027975600	-2495.0467	487.50403	-2523.9313	480.37976	-2587.8283	409.16815	-2595.1634	417.20502	-2581.0939	546.22913	-2551.5591	525.44574	-2506.6620	659.91064	-2346.4246	1061.9790	-1830.9807	1552.6819	-1644.3716	1567.0236	-1078.3986	1604.8470	-637.58466	1501.7097	-269.88144	1345.0864
0.028214889	-2478.7673	516.87201	-2521.8677	520.97467	-2563.0059	437.56726	-2584.7402	455.81027	-2573.6890	572.56281	-2528.8280	574.24158	-2494.3206	707.57031	-2332.6360	1084.8573	-1809.8651	1558.1580	-1617.1589	1575.6636	-1046.4687	1615.3115	-617.01314	1502.0898	-242.87411	1357.8652
0.028454175	-2486.4756	502.43280	-2554.9191	503.34589	-2565.2245	431.24301	-2605.0899	447.81372	-2589.9554	549.09729	-2544.4820	575.42578	-2533.0247	700.11310	-2355.8382	1062.3058	-1830.1886	1547.6217	-1633.1604	1580.2330	-1064.6262	1641.4561	-632.10148	1519.2836	-257.29019	1400.8153
0.028693464	-2469.5198	460.08572	-2550.6143	426.83853	-2554.8658	401.29703	-2604.5605	398.48941	-2576.9883	495.84103	-2540.0309	535.11017	-2544.8836	628.71149	-2351.7350	1001.6163	-1847.6675	1506.2150	-1660.7053	1555.7288	-1114.4229	1635.7413	-667.57827	1511.7207	-311.94996	1417.7852
0.028932752	-2429.7235	432.18057	-2491.3135	373.20480	-2531.8983	369.75845	-2573.7886	351.10071	-2542.0127	458.10013	-2506.6922	504.58429	-2501.9320	566.99207	-2314.1613	960.44019	-1844.2785	1457.0726	-1676.6426	1511.1824	-1152.3890	1598.4017	-682.98162	1487.5427	-353.64468	1394.9781
0.029170800	-2391.9043	410.15970	-2428.1589	352.71396	-2495.4301	322.77368	-2525.8827	301.80698	-2499.5011	407.31537	-2473.5846	481.12927	-2446.3689	531.79224	-2284.8521	927.48108	-1832.1571	1409.8834	-1679.0366	1455.9830	-1177.0039	1547.4823	-699.18207	1467.9575	-378.28302	1366.6599
0.029410087	-2352.9808	383.12817	-2374.4934	334.94415	-2435.1977	286.85223	-2458.7301	265.31964	-2439.3999	373.51331	-2439.8002	449.10150	-2397.6978	507.32529	-2257.5875	883.09308	-1815.3199	1368.8756	-1664.7687	1404.3123	-1187.9150	1488.4901	-722.09489	1439.8425	-398.60470	1340.3538
0.029649375	-2301.4602	351.86227	-2316.3916	316.81998	-2367.3219	268.94696	-2383.2279	247.17339	-2371.0889	339.64618	-2391.5838	411.32062	-2348.1740	474.03293	-2212.7379	828.54156	-1802.5970	1320.1702	-1648.5830	1350.2902	-1184.7723	1422.4878	-736.92259	1397.8325	-422.62981	1307.9940
0.029888663	-2233.3715	334.00592	-2246.5513	308.04108	-2295.8635	262.46460	-2305.0334	246.40842	-2286.6005	327.22385	-2321.3996	381.27545	-2278.4852	444.49957	-2140.9079	786.85046	-1773.9710	1260.5500	-1615.9746	1286.0507	-1158.3876	1353.4387	-737.91776	1347.0717	-440.07932	1257.4824
0.030127950	-2164.4367	343.94647	-2179.7389	331.55667	-2227.8108	282.86063	-2234.4977	272.66229	-2203.5947	347.41571	-2238.1214	383.18430	-2198.8169	449.55768	-2058.5619	781.78485	-1717.3518	1216.6335	-1547.9939	1241.2252	-1100.8302	1302.2877	-715.35538	1297.5684	-424.78799	1198.5948
0.030367238	-2116.5724	374.33646	-2140.8053	369.24271	-2185.5173	322.16327	-2191.8293	317.66043	-2151.8649	403.13367	-2175.6311	428.01480	-2144.0943	487.15048	-1996.4151	811.06653	-1655.5118	1208.2075	-1471.2758	1246.6838	-1029.4194	1293.3243	-669.97021	1271.2543	-377.05716	1163.7847
0.030606527	-2097.2923	400.09061	-2132.9073	398.27185	-2176.3361	351.64340	-2185.4394	353.33551	-2149.9268	445.80850	-2161.2370	475.88116	-2130.7392	518.24908	-1973.5309	847.06500	-1619.7136	1224.8536	-1434.3568	1287.8090	-984.06759	1323.7922	-632.13304	1278.0305	-333.72462	1168.6571
0.030844575	-2084.5203	396.38721	-2130.4454	387.01532	-2170.1102	339.98166	-2184.0512	342.75800	-2155.8816	431.33597	-2170.1444	478.88589	-2124.3488	501.57132	-1976.6523	851.09668	-1618.1089	1222.5093	-1452.9525	1303.7502	-992.51793	1347.8223	-632.59690	1287.9473	-332.76486	1185.0460
0.031083863	-2052.7357	393.74387	-2096.8583	372.64246	-2133.6494	331.36618	-2150.8909	334.90521	-2121.0742	415.46918	-2155.4048	464.54666	-2080.6535	489.00946	-1963.4924	836.42938	-1601.9981	1201.5815	-1460.2398	1281.3073	-1003.0499	1337.5000	-629.04881	1274.5072	-333.76973	1171.7025
