burst_id,mjd_topo,snr
B07999,60396.14511272,68.5
B08000,60396.14511311,39.6
B08001,60396.1453672,24.6
B08002,60396.14536731,39.7
B08003,60396.14551437,60.8
B08005,60396.14560597,37.2
B08007,60396.14560687,43
B08010,60396.14582028,171.8
B08011,60396.14582058,29.4
B08013,60396.14596905,27.7
B08014,60396.14600247,95.9
B08016,60396.14612831,21.6
B08017,60396.14617338,43.7
B08019,60396.14622636,125.7
B08023,60396.14631861,36.4
B08024,60396.14640595,97.4
B08028,60396.14647939,40.7
B08029,60396.14647908,21.5
B08034,60396.14665755,94
B08035,60396.14672575,22.3
B08041,60396.14688432,229.4
B08042,60396.1469599,55.8
B08046,60396.14769768,22.3
B08050,60396.14826595,169.5
B08051,60396.14823865,24.6
B08056,60396.14856735,31.8
B08058,60396.14870235,46.7
B08062,60396.14918619,35
B08064,60396.14943926,28.2
B08067,60396.14969732,64.2
B08068,60396.1497279,60.7
B08072,60396.14995313,41.3
B08074,60396.1499535,31.1
B08075,60396.15009855,28.7
B08076,60396.15009926,24
B08079,60396.15015711,20.5
B08082,60396.15052178,24.3
B08083,60396.15052198,24.8
B08084,60396.15079341,28.4
B08085,60396.15083423,80.4
B08090,60396.15121215,22.9
B08091,60396.15141703,26
B08092,60396.15145946,43.5
B08093,60396.15159852,21.1
B08095,60396.15217265,22.7
B08099,60396.15228777,45.8
B08103,60396.15243109,23.5
B08106,60396.15268917,29.5
B08108,60396.1530484,168.6
B08109,60396.15315109,36.9
B08112,60396.15348035,70.2
B08114,60396.15348098,31.2
B08117,60396.15344695,86.4
B08120,60396.15355831,21.9
B08122,60396.1537424,34
B08124,60396.15407796,48.6
B08125,60396.15411452,51.9
B08128,60398.98291791,23.9
B08131,60398.98368087,43.1
B08134,60398.98391766,42.2
B08142,60398.98406456,53.3
B08146,60398.98449963,26.1
B08149,60398.98475694,31.9
B08163,60398.98603305,22.7
B08168,60398.98631985,21.5
B08176,60398.98677453,28
B08181,60398.98697305,21.8
B08182,60398.98709718,30.1
B08185,60398.98711917,21.5
B08188,60398.98745525,25.3
B08194,60398.98745703,34.5
B08198,60398.98756942,32.1
B08208,60398.98873521,36.8
B08211,60398.98880079,24.9
B08213,60398.9888427,63
B08221,60398.98906388,32.3
B08225,60398.98920841,21.2
B08242,60398.99086941,30.1
B08246,60398.99102686,35.2
B08270,60398.9925882,28.7
B08273,60398.99273456,24.7
B08274,60398.99281632,35.6
B08283,60398.99328518,22.4
B08289,60398.99351213,30.1
B08290,60398.99370011,21.8
B08295,60398.99405018,36.2
B08297,60398.99405163,110.2
B08298,60398.99405183,20.7
B08307,60398.99525498,24.7
B08312,60398.99579302,22.1
B08315,60398.99590991,32
B08321,60398.99619868,23.2
B08324,60398.99657595,24.6
B08325,60398.99676478,34.2
B08327,60398.99681744,23.4
B08330,60398.99708525,23.1
B08332,60398.99730634,39.1
B08339,60398.99794813,21.7
B08342,60398.99817468,26.8
B08344,60398.99869215,21.9
B08349,60398.99898597,26.1
B08351,60398.99906856,38
B08353,60398.99926929,52.3
B08354,60398.99935795,20.6
B08357,60398.99936807,23.9
B08361,60398.99950211,62.5
B08363,60398.99957112,22.7
B08366,60398.99972526,77.3
B08391,60399.00220695,38
B08399,60399.00254431,22.7
B08403,60401.06769393,21.6
B08406,60401.0680558,36.6
B08408,60401.06823775,41.4
B08412,60401.06846434,26.4
B08419,60401.06867201,25.7
B08431,60401.06917245,80.3
B08438,60401.07022992,25.6
B08444,60401.07072066,44.4
B08448,60401.07116333,20.3
B08449,60401.07113496,23
B08450,60401.07148936,21.7
B08454,60401.0718898,80.6
B08468,60401.0732001,26.9
B08470,60401.07334337,22.2
B08474,60401.07417774,23.9
B08475,60401.07417789,29
B08480,60401.07448704,20.5
B08487,60401.07504847,44.3
B08488,60401.07520934,27.6
B08491,60401.07577384,25.3
B08500,60401.07688965,26.1
B08502,60401.07689135,21
B08504,60401.07689193,44.4
B08505,60401.07687454,33.1
B08510,60401.07726334,20.8
B08512,60401.07741933,54.9
B08513,60401.07746257,21.9
B08515,60401.07756668,46.9
B08516,60401.07757496,25.7
B08517,60401.07757526,22.5
B08520,60401.0776994,33.7
B08521,60401.07769965,27.9
B08525,60401.07852032,27.5
B08538,60401.07975037,38.9
B08543,60401.08003789,24.7
B08545,60401.08009833,25.7
B08546,60401.08014554,20.5
B08554,60401.08086301,41.1
B08557,60401.0811654,73.2
B08558,60401.08116566,31
B08563,60401.08145345,51.3
B08564,60401.08156574,25.1
B08565,60401.0815793,38.9
B08566,60401.08157983,42.5
B08570,60401.08195999,26.6
B08571,60401.08204029,47.7
B08576,60401.08214167,197.4
B08584,60401.08288105,26.6
B08585,60401.08284752,41.5
B08586,60401.08296454,69.9
B08590,60401.08351864,33.5
B08601,60401.08374619,26.1
B08605,60401.08376355,21.3
B08611,60401.0839198,45.5
B08618,60401.08427014,39.2
B08619,60401.0842692,20.1
B08620,60401.08426962,23.6
B08626,60401.08429906,44.4
B08630,60401.08458352,21.8
B08633,60401.08487044,21
B08635,60401.08507817,68.6
B08641,60401.08554437,45.3
B08642,60401.08569348,31.4
B08648,60401.08643272,21.7
B08654,60401.08716005,30.8
B08655,60401.08716042,22.1
B08656,60401.08716059,123
B08657,60401.08716112,64.2
B08664,60403.04836352,35
B08665,60403.04836383,87.5
B08671,60403.04914279,24.6
B08673,60403.04997823,42.7
B08677,60403.05095061,23.6
B08678,60403.05106544,25
B08689,60403.05342359,61.4
B08694,60403.05353743,20.1
B08696,60403.05353808,27.4
B08698,60403.05369748,22.1
B08702,60403.05424025,23.3
B08704,60403.05444803,31.4
B08705,60403.05441951,131.2
B08721,60403.0563222,26
B08722,60403.05632238,126.4
B08724,60403.05632327,25.4
B08728,60403.05652454,106.9
B08741,60403.05796564,21.3
B08746,60403.05796652,56.2
B08753,60403.05877649,21.8
B08756,60403.05916712,25.3
B08762,60403.06054655,22.9
B08772,60403.06169999,59.8
B08773,60403.06170012,25.2
B08781,60403.06345612,35.5
B08782,60403.06370073,28.2
B08784,60403.06411284,23
B08792,60403.06579066,58.5
B08795,60403.06603671,32.9
B08798,60403.06688826,257.3
B08799,60403.06689866,34.3
B08800,60403.0669366,20.7
B08801,60403.06710025,95.1
B08803,60407.09303238,23.1
B08804,60407.09365456,42.4
B08806,60407.09424115,27.1
B08808,60407.0953418,21.1
B08815,60407.10069365,22.4
B08817,60407.10079871,55.5
B08823,60407.10373065,41.8
B08827,60407.10456835,22.5
B08833,60407.10729442,38.1
B08842,60407.11118155,26.2
B08845,60410.02327887,54.6
B08846,60410.02327997,31.8
B08847,60410.02504898,98
B08853,60410.03184745,23.7
B08857,60410.03529717,23.1
B08863,60410.03695427,23
B08865,60410.03705425,39.3
B08866,60410.03705436,24.4
B08869,60410.03705501,34
B08870,60410.03705511,20.4
B08872,60410.03711798,123.6
B08874,60410.03722236,39
B08884,60413.02804111,20.6
B08889,60413.02994146,55.6
B08890,60413.03007341,37
B08891,60413.03161462,23.9
B08893,60413.03365252,42.7
B08898,60413.03599683,32.5
B08900,60413.0366688,59.2
B08901,60413.03694149,36.3
B08909,60413.03850689,40.5
B08910,60413.03860216,46.8
B08911,60413.03870236,33.8
B08913,60413.03910525,44.8
B08914,60413.03970411,55.9
B08923,60417.07921829,21.8
B08924,60417.07991246,24.8
B08929,60417.08269855,54.2
B08930,60417.0833514,49.6
B08937,60417.08703691,28.1
B08940,60417.08856473,43.9
B08948,60417.09118383,22.3
B08949,60417.09118411,34.8
B08951,60417.0916977,37.4
B08953,60417.09169843,27.8
B08954,60417.09169859,27.5
B08960,60417.09452479,77.6
B08962,60417.09659013,35.2
B08963,60417.09771524,32.4
B08969,60421.01035153,93.7
B08970,60421.01035171,127.9
B08975,60421.01156066,25.5
B08978,60421.01176313,40.1
B08979,60421.01176689,21
B08983,60421.0148985,22.9
B08984,60421.01676552,29.5
B08985,60421.01786091,23.3
B08989,60421.01917264,39.3
B08990,60421.01917286,30.8
B08993,60421.02111533,44.2
B09000,60421.02250038,38.9
B09002,60421.02250068,20.5
B09004,60421.02305741,49.3
B09006,60421.02325939,23.1
B09007,60421.02337339,24.6
B09010,60421.02378,42
B09012,60421.02421816,64
B09020,60421.02496642,72.4
B09023,60421.02521922,31.2
B09024,60421.02558868,38
B09026,60421.02615654,135.5
B09028,60421.02615685,40.6
B09029,60421.0267308,45.6
B09035,60421.02919948,76.9
B09039,60421.02966298,26.2
B09043,60424.98437777,24.9
B09046,60424.984762,174.7
B09050,60424.9856396,26.8
B09069,60424.99065382,26.5
B09072,60424.99091069,20.7
B09073,60424.99091082,51.9
B09076,60424.9912667,20.7
B09079,60424.99171897,23.2
B09084,60424.99261973,62.9
B09089,60424.99325112,26.9
B09091,60424.99424285,33.5
B09095,60424.99520531,31
B09097,60424.99573952,45.1
B09099,60424.99664416,25.4
B09100,60424.99664435,21.1
B09101,60424.9970859,29.7
B09102,60424.99708607,71.4
B09105,60424.99754355,21.1
B09110,60424.998702,22.4
B09114,60424.99887649,27.9
B09122,60424.99946036,29.7
B09123,60424.99946044,20.8
B09126,60425.000389,29.6
B09127,60425.00039066,78.7
B09129,60425.00039119,73.6
B09137,60425.0024517,29.9
B09145,60425.00353543,31.5
B09150,60430.03003865,32.8
B09154,60430.0307201,55.4
B09155,60430.03072574,40.2
B09161,60430.0317001,54.5
B09162,60430.03175456,39.4
B09166,60430.03190878,43
B09170,60430.03269984,27.7
B09171,60430.0327,86.9
B09177,60430.03300791,67.1
B09179,60430.03303897,69.2
B09182,60430.03379025,106.8
B09185,60430.03467038,42.7
B09187,60430.03490717,42.3
B09191,60430.03637811,46.3
B09197,60430.03803821,24.7
B09198,60430.03839343,58.5
B09199,60430.03839412,39.7
B09204,60430.03876632,34.2
B09207,60430.03894295,71.5
B09209,60430.03921715,20.7
B09214,60430.03934903,65.3
B09215,60430.03934961,52.2
B09219,60430.03970588,29.3
B09221,60430.04024535,34
B09222,60430.04036442,72.3
B09223,60430.04036518,57.8
B09224,60430.04061327,38
B09226,60430.04071658,38.5
B09229,60430.04254669,24.1
B09232,60430.04270767,40.7
B09235,60430.04303547,25.8
B09236,60430.04303563,28.6
B09248,60430.04442812,89.5
B09255,60430.04534941,29.6
B09257,60430.04574268,25.6
B09258,60430.045845,33.1
B09260,60430.04621798,54.1
B09264,60430.04689896,88.9
B09266,60430.04714524,22.5
B09271,60430.04779141,30.9
B09272,60430.04795323,42.9
B09280,60430.04925764,49.4
B09281,60430.04968453,95.2
B09283,60434.95781684,20.5
B09284,60434.95807589,21.2
B09285,60434.95824512,35.6
B09286,60434.95826019,28.7
B09290,60434.95923655,30.9
B09291,60434.95993162,33.3
B09294,60434.96042869,21.7
B09300,60434.96092359,96
B09301,60434.96097359,57.7
B09302,60434.96097412,23.3
B09303,60434.96097435,26.8
B09304,60434.96124379,23.8
B09307,60434.96227403,48.5
B09311,60434.9630887,50.7
B09317,60434.96533655,64.8
B09322,60434.96662847,22.5
B09328,60434.96744111,35.2
B09332,60434.9690288,23.5
B09334,60434.96936478,60.8
B09339,60434.96991252,47.8
B09342,60434.97110794,58.9
B09343,60434.97151185,45.9
B09345,60434.97216095,24.4
B09357,60434.97483721,21.2
B09358,60434.97512689,60.4
B09362,60434.97528362,30.7
B09365,60434.9766498,46.5
B09367,60434.97689117,24.9
B09378,60441.89098918,62
B09385,60441.89170505,22.4
B09387,60441.89172352,29.2
B09394,60441.89362807,28.9
B09407,60441.89605846,21.4
B09410,60441.8961649,31.4
B09414,60441.89708643,21.2
B09417,60441.8978289,24.4
B09423,60441.89924595,38.8
B09424,60441.9000863,25.4
B09428,60441.90094153,69.6
B09429,60441.90169538,33.2
B09436,60441.90290006,86.3
B09439,60441.90349492,27.4
B09452,60441.90501418,38.6
B09455,60441.90561288,29.6
B09456,60441.90613311,87
B09458,60441.90636529,44.5
B09459,60441.90639724,77.9
B09461,60441.90652369,20.5
B09462,60441.90656227,33.7
B09463,60441.90722463,26.6
B09468,60441.90898064,58.8
B09469,60441.90907843,61.8
B09478,60448.89976675,51.7
B09483,60448.90104172,156.7
B09493,60448.90448391,24.8
B09497,60448.90527531,25.2
B09501,60448.90835527,30.7
B09503,60448.90868344,51.6
B09510,60455.91788587,158.2
B09511,60455.91788679,108.9
B09512,60455.91796372,29.1
B09513,60455.91836657,55.2
B09514,60455.9184919,47.8
B09515,60455.91910346,37.1
B09521,60455.92126362,25.5
B09524,60455.92180887,29.7
B09530,60455.92317426,25.6
B09535,60455.92504633,24.4
B09538,60455.92615295,66.2
B09539,60455.92615276,110.5
B09541,60455.92675163,23.8
B09543,60461.95114459,39.8
B09545,60461.95219474,70.4
B09549,60461.95452485,27.3
B09550,60461.95463888,22.8
B09557,60469.82986746,58.1
B09563,60469.83129994,25.6
B09566,60469.83213378,33.7
B09567,60469.83213868,32.6
B09570,60469.83231426,24.2
B09572,60469.83303632,20.6
B09578,60469.83536318,40
B09579,60469.83574102,22.3
B09580,60469.83587618,36.6
B09581,60469.83595168,38.6
B09584,60469.83693709,72.4
B09585,60469.83716209,42
B09587,60469.83747191,69.8
B09588,60469.83755699,267.6
B09589,60469.83758335,86.3
B09590,60469.83758792,29.9
B09592,60469.83815314,30.9
B09597,60469.83937188,371.7
B09598,60469.84050658,43.1
B09599,60469.84105316,48.7
B09601,60469.84145303,194.5
B09612,60476.88514222,60.2
B09613,60476.88514265,48.7
B09617,60476.88648154,123.3
B09626,60476.88897104,53.5
B09630,60476.88984164,23
B09632,60483.88302187,25.9
B09634,60483.88302271,24.7
B09639,60483.8833244,33.5
B09654,60483.89035228,25.1
B09658,60483.89177839,22.8
B09661,60483.89250794,33
B09665,60483.89460169,26.3
B09667,60483.89479964,26.7
B09668,60483.8947997,32.4
B09670,60483.89509494,32
B09672,60490.86357183,21.8
B09677,60490.86486091,21.6
B09684,60490.86784338,34.9
B09689,60490.86890665,35.5
B09690,60490.86890686,26.4
B09695,60490.87161645,24.9
B09706,60490.87271155,26.3
B09713,60490.87481301,21.1
B09715,60490.87562615,33.5
B09716,60490.8757848,20.1
B09721,60497.8602576,60.7
B09725,60497.86279126,43.3
B09731,60497.86477768,33.8
B09738,60497.86760504,37.2
B09740,60497.86784383,22.6
B09742,60497.86784607,24.1
B09748,60497.86943483,45.7
B09749,60497.87003308,25.9
B09752,60497.87081281,57.1
B09753,60497.8708133,77
B09760,60504.76210214,42.6
B09763,60504.76206658,82.6
B09764,60504.76207327,25.4
B09765,60504.76207316,22.1
B09768,60504.76238099,21.2
B09769,60504.76235982,26.1
B09770,60504.76245202,58.9
B09776,60504.76319003,75.1
B09778,60504.76364103,25.5
B09782,60504.76401023,42.6
B09783,60504.76405604,62.8
B09784,60504.76416326,25.9
B09785,60504.76416385,36.6
B09786,60504.76424087,41.7
B09788,60504.76439822,29.5
B09789,60504.76454726,91.1
B09790,60504.76460938,24.8
B09793,60504.76530784,28.8
B09799,60504.76616136,76.4
B09800,60504.76618124,20.6
B09802,60504.76628863,24.9
B09804,60504.76649156,21.2
B09805,60504.76726601,100.1
B09810,60504.7675589,21.2
B09811,60504.7675852,42.8
B09812,60504.76766911,28.7
B09818,60504.76787186,43.5
B09819,60504.7679528,47.7
B09821,60504.76812002,35.4
B09822,60504.76850944,55
B09823,60504.76865654,41.9
B09824,60504.76865712,64
B09829,60504.76941528,29.9
B09832,60504.76960459,59.6
B09835,60504.76960751,26.6
B09836,60504.76977098,80.4
B09847,60504.77039844,56.8
B09849,60504.77073499,24.4
B09852,60504.77162747,28.1
B09854,60504.77186419,23
B09855,60504.77183903,57.7
B09857,60504.77204481,84.1
B09858,60504.77257049,348.5
B09859,60504.77267709,31.2
B09862,60504.77297979,104.2
B09870,60504.77400004,27.8
B09871,60504.77406434,69.5
B09878,60511.6856616,210.6
B09881,60511.68617822,62.6
B09890,60511.68729767,22.7
B09891,60511.68729874,31.6
B09892,60511.68729884,52.9
B09893,60511.68738191,20.6
B09894,60511.6875044,94.4
B09897,60511.68847379,20.9
B09900,60511.68867367,76.8
B09902,60511.68892416,47.8
B09905,60511.6891813,22.1
B09907,60511.6901093,243.7
B09908,60511.69009074,56.7
B09917,60511.69133578,27.2
B09919,60511.69145161,153.9
B09921,60511.69188358,30.6
B09924,60511.69212915,81.4
B09930,60511.69300677,22.4
B09941,60511.69421306,56.7
B09943,60511.69449776,29.2
B09944,60511.69459171,20.5
B09946,60511.6949188,31
B09947,60511.69506485,50.7
B09948,60511.69513496,30.8
B09951,60511.6953616,20.6
B09953,60511.69552228,30
B09954,60511.69552264,57.6
B09956,60511.69577167,25.2
B09957,60511.69577202,23.4
B09960,60511.69628512,31
B09963,60511.69669804,131.8
B09964,60511.69669829,73.5
B09968,60511.69796051,21.5
B09972,60511.69806359,42.9
B09974,60511.69825178,85.9
B09975,60511.69825233,112
B09976,60511.69836472,22
B09978,60513.80241796,35.5
B09981,60513.80264231,21
B09983,60513.80264362,69.8
B09985,60513.80266354,40.1
B09987,60513.80331631,150.4
B09989,60513.80378038,83.1
B09997,60513.8051953,44.1
B09999,60513.8051955,91.7
B10000,60513.80519556,259.2
B10002,60513.80536885,88.8
B10005,60513.8060841,83.3
B10007,60513.8067515,100.7
B10013,60513.80726174,47.7
B10014,60513.80723234,39.4
B10015,60513.80797809,129.9
B10019,60513.80830213,31.7
B10021,60513.80855732,34.8
B10022,60513.8085581,34.8
B10025,60513.80893073,41.2
B10028,60513.80992346,22
B10030,60513.81015557,21.3
B10031,60513.81102959,39
B10032,60513.81128641,42.1
B10040,60513.8119809,80.1
B10042,60513.81220067,68.1
B10043,60513.8122491,22
B10045,60513.81236485,37.3
B10046,60513.81249284,75.8
B10047,60513.81246858,21.9
B10049,60513.81246885,60.5
B10053,60513.81293196,27.6
B10054,60513.81296728,51.2
B10062,60513.81446964,53.2
B10067,60513.81499134,75.2
B10068,60513.81508593,40.6
B10074,60515.77515078,41.8
B10075,60515.77516456,24.1
B10076,60515.77516813,98.5
B10078,60515.77556975,44.3
B10085,60515.77683876,187.9
B10086,60515.77715675,41.2
B10087,60515.77783909,26.1
B10092,60515.77827459,192.1
B10096,60515.77861222,37.3
B10097,60515.77861658,70.5
B10099,60515.77934088,25.2
B10111,60515.7808941,46.8
B10113,60515.78174407,39.6
B10116,60515.78224239,85.1
B10117,60515.78247799,33
B10126,60515.78400344,27.9
B10128,60515.78422658,28.7
B10131,60515.78460773,22
B10132,60515.78499429,54.2
B10136,60515.78541893,97.7
B10138,60515.78577277,81.9
B10139,60515.78589542,39.6
B10143,60515.78658322,86.2
B10148,60515.78744606,28.9
B10150,60515.78809098,35.6
B10154,60515.7884318,117.7
B10156,60515.78883571,54.8
B10162,60515.78919544,39
B10165,60515.79011572,50.2
B10166,60515.79029331,29.9
B10167,60515.79036125,87.6
B10172,60515.79075102,118.8
B10174,60515.7908964,50
B10176,60515.79115194,35.5
B10178,60515.79126782,37.9
B10182,60515.79202584,35.9
B10183,60515.79211615,24.6
B10187,60515.79260277,59.8
B10196,60515.79319898,229.4
B10203,60515.79423382,76.6
B10204,60515.79445323,50.6
B10206,60515.79468613,39.2
B10208,60515.79499753,21.5
B10209,60515.79507939,98
B10211,60515.79587426,23.3
B10215,60515.7962086,47.4
B10218,60515.79686014,24.6
B10223,60515.79789441,36.5
B10230,60515.79852267,54.3
B10232,60515.79863076,25.6
B10234,60515.79863237,66.2
B10239,60515.79901769,50
B10246,60515.80046953,24.2
B10248,60515.80053576,20
B10252,60515.80066546,34.6
B10255,60515.80122592,304.5
B10257,60515.80177512,41.4
B10267,60515.80297521,27.8
B10273,60515.8047184,25
B10275,60515.80500827,27.1
B10276,60515.80500901,28.6
B10282,60515.80586444,24.6
B10285,60515.80618679,23
B10291,60515.80772729,125.3
B10292,60515.80772792,137.4
B10293,60515.8077282,93.3
B10294,60515.80836378,22.7
B10295,60515.80836492,28.6
B10296,60515.80836524,48.4
B10301,60515.80918736,55.5
B10303,60515.80922222,25.4
B10312,60515.81149784,23.4
B10316,60515.81263233,40.2
B10323,60515.81367333,55.4
B10324,60515.8136485,31.6
B10325,60515.81393432,199.7
B10330,60515.81473478,82.2
B10332,60515.81473567,128.2
B10334,60515.81657982,616.6
B10335,60515.81690116,25.2
B10340,60515.81809929,54.6
B10342,60515.81849198,117.1
B10347,60515.81926327,30.5
B10356,60515.82082405,28.8
B10359,60515.82122634,34.3
B10360,60515.82135269,22.8
B10361,60515.82145415,23.6
B10363,60515.82196015,23.2
B10366,60515.82224485,73.3
B10367,60515.82237542,100.4
B10371,60515.82288364,29.3
B10373,60515.82364464,72.1
B10376,60515.82429839,35.2
B10380,60515.82465214,23.8
B10381,60515.82503192,25.8
B10383,60515.825202,49.2
B10385,60515.82552717,88
B10390,60515.8260023,63.6
B10392,60515.82703702,20.5
B10394,60515.82732139,40.7
B10395,60515.82740042,22.1
B10398,60515.8278928,45.7
B10399,60515.82808898,67.7
B10400,60515.82831161,52.3
B10402,60515.82877842,28.1
B10408,60515.82958792,24.1
B10421,60515.83136937,25.8
B10422,60515.83159598,33.3
B10430,60515.83417049,31.9
B10431,60515.83431799,33.6
B10432,60515.8344506,132.6
B10433,60515.83449986,48.5
B10437,60515.83463853,24.1
B10442,60517.8202008,47.7
B10443,60517.82020087,85.3
B10444,60517.82020137,119.4
B10448,60517.82054511,102.3
B10449,60517.82054564,78.8
B10450,60517.82054573,24.4
B10454,60517.82089922,39.8
B10457,60517.8217744,176.9
B10468,60517.82274384,89.6
B10470,60517.82310416,126.1
B10471,60517.82315482,36
B10474,60517.82325987,50.8
B10476,60517.82348342,30.2
B10478,60517.82359459,39.7
B10483,60517.82398258,22.3
B10485,60517.82398865,50.2
B10488,60517.82421398,24.1
B10490,60517.82493082,109.4
B10493,60517.82542356,33.7
B10495,60517.82540234,113.3
B10496,60517.82549586,25.8
B10498,60517.82574324,25.3
B10499,60517.82592251,56.2
B10500,60517.82619695,26.9
B10501,60517.82638082,73.6
B10504,60517.82703237,45
B10506,60517.8271654,20.3
B10511,60517.8274361,64.3
B10512,60517.82803742,71.7
B10513,60517.82800648,22.5
B10515,60517.82827699,23.8
B10523,60517.82865635,30.8
B10529,60517.82899856,20.9
B10531,60517.82948771,30.3
B10532,60517.8298899,21.2
B10534,60517.8298904,287.1
B10536,60517.82998376,29.3
B10540,60517.83012303,34.3
B10548,60517.83061078,31.8
B10549,60517.83085883,23.3
B10551,60517.83111481,20
B10557,60517.83234769,37.4
B10559,60517.83266069,22.6
B10561,60517.83268485,22.9
B10562,60517.8329613,24.8
B10564,60517.83327093,21.6
B10571,60517.83530059,28.2
B10576,60517.83621112,720.1
B10582,60517.83750032,32.7
B10583,60517.83750057,53.5
B10586,60517.83820872,25.1
B10591,60517.83832417,20.7
B10593,60517.8387868,70.6
B10596,60517.83900192,21.9
B10601,60517.84025794,23
B10602,60517.84025824,27.9
B10604,60518.7431251,23
B10605,60518.74315896,63.4
B10606,60518.74320869,96
B10607,60518.74328708,28.2
B10608,60518.74379523,33.6
B10609,60518.743841,33.6
B10610,60518.74390598,104.1
B10613,60518.74424891,74.3
B10616,60518.74437247,173.1
B10617,60518.74494964,23.5
B10618,60518.74500763,23.1
B10621,60518.74512948,82.3
B10623,60518.74532318,28.5
B10625,60518.7460174,20.8
B10626,60518.74615045,91.6
B10636,60518.74783871,47.5
B10637,60518.74791734,72.2
B10642,60518.74916247,22.2
B10643,60518.74916356,118.5
B10644,60518.74950419,88.1
B10645,60518.74960769,44.9
B10648,60518.74992775,116.4
B10649,60518.75006901,20.1
B10650,60518.75006981,200.8
B10651,60518.75013556,79.2
B10652,60518.75042492,22.6
B10653,60518.75062716,72
B10654,60518.75096388,21.6
B10655,60518.75109366,21.8
B10657,60518.75119883,35.7
B10659,60518.75129641,37.9
B10660,60518.75153583,38.7
B10661,60518.75160677,34.8
B10663,60518.75191485,38.3
B10666,60518.75202807,39.6
B10668,60518.75228228,89
B10669,60518.75261202,55.7
B10670,60518.75271712,21.6
B10673,60518.75358267,25.3
B10675,60518.75396489,225.4
B10676,60518.75396539,168.2
B10679,60518.75440049,151
B10680,60518.75440072,43.5
B10681,60518.75443674,24.7
B10682,60518.75454399,44.4
B10685,60518.75482047,27
B10686,60518.75491974,64.2
B10687,60518.75491981,40.1
B10688,60518.75492015,53.8
B10691,60518.7551284,84.4
B10692,60518.75512867,59.1
B10694,60518.75603641,39.3
B10695,60518.75603653,23.6
B10697,60519.76626127,29.2
B10698,60519.76626142,40.7
B10700,60519.76670216,43.8
B10701,60519.76670528,139.8
B10703,60519.76701162,43.2
B10705,60519.7674873,34.7
B10706,60519.76769637,166.3
B10707,60519.76772893,33.6
B10709,60519.76779148,45.3
B10711,60519.76811861,33.5
B10713,60519.76842698,135
B10714,60519.7684972,20.1
B10715,60519.76865498,50.5
B10716,60519.76868814,71.6
B10717,60519.76868869,26.4
B10718,60519.76891465,27.1
B10719,60519.76891477,55.6
B10725,60519.76993758,34
B10727,60519.77046864,111.6
B10728,60519.77061907,20.4
B10729,60519.7706198,79.4
B10730,60519.77062034,110.9
B10731,60519.77062063,43.6
B10732,60519.77100869,37.8
B10737,60519.77129148,23.8
B10738,60519.77129198,54.7
B10739,60519.77173781,54.9
B10740,60519.77173812,104.3
B10741,60519.77174571,43.5
B10744,60519.77220819,22
B10746,60519.77247774,30.5
B10748,60519.77304288,32.6
B10754,60519.77338602,27.7
B10755,60519.77373088,79.9
B10756,60519.77373113,51.7
B10760,60519.77401808,110.5
B10763,60519.77408813,100.2
B10765,60519.77423734,20.9
B10766,60519.7742378,48.7
B10767,60519.77461986,35.7
B10768,60519.77462008,80.9
B10769,60519.77462025,45.9
B10773,60519.77483099,66.4
B10774,60519.77503927,25.1
B10780,60519.77520626,28.6
B10783,60519.77531175,226.6
B10784,60519.77531253,231.6
B10786,60519.77551589,48.5
B10787,60519.77570851,46.1
B10789,60519.77575239,153.1
B10793,60519.77617662,34
B10795,60519.77635,32.2
B10797,60519.7766737,71.2
B10798,60519.77667915,36.7
B10800,60519.77681728,52.1
B10801,60519.77695635,217.8
B10803,60519.77713668,34.8
B10804,60519.7772199,27
B10805,60519.77735943,41.8
B10809,60519.77764017,27.5
B10811,60519.77777213,31.7
B10812,60519.77779633,60.8
B10813,60519.77801381,108
B10814,60519.77801419,58
B10817,60519.77815658,22
B10819,60519.77831372,45.8
B10821,60519.77845116,23.7
B10823,60519.77900841,33.3
B10824,60519.77908846,55.3
B10825,60519.779089,53.3
B10827,60519.77932487,137.4
B10828,60519.77955966,117.5
B10830,60519.77975896,33.3
B10832,60519.77977562,40.1
B10833,60519.77994946,94
B10834,60519.77995004,23.4
B10835,60519.78000863,31.4
B10838,60519.78012571,55.4
B10839,60519.7801053,38.5
B10840,60519.78031642,56.7
B10841,60519.78031669,61.5
B10843,60519.78043706,70.1
B10844,60519.78067839,66.2
B10845,60519.78073797,214.9
B10846,60519.78087219,38.1
B10847,60519.78098193,60.7
B10849,60519.781147,119.3
B10852,60519.78189827,82.4
B10855,60519.78205749,80.7
B10859,60519.78235332,33
B10861,60519.78260248,56.4
B10865,60519.78311677,26.4
B10867,60519.78331795,60.6
B10869,60519.78352139,36.1
B10870,60519.7835976,77.1
B10875,60519.78385636,47.6
B10876,60519.78385666,77.9
B10877,60519.78385734,319.3
B10878,60519.78385765,36.7
B10882,60519.78409469,63.2
B10883,60519.78410107,51.5
B10887,60519.78463592,32.3
B10890,60519.78522369,121.1
B10891,60519.78522405,21.2
B10892,60519.78522971,34.5
B10894,60519.78523255,30.2
B10896,60519.78529807,27.3
B10897,60519.78529917,60.7
B10902,60519.78572499,24.6
B10907,60521.80098559,67.2
B10908,60521.80098656,169.9
B10909,60521.80137826,27.7
B10914,60521.80182499,30.1
B10925,60521.80360847,24
B10930,60521.80437844,30.8
B10932,60521.80472374,104.3
