repeater_name,tns_name,mjd_400,fluence_jyms,excluded_flag
FRB20190222A,FRB20190222A,58536.78196089018,13.339354164859099,0
FRB20190224D,FRB20190224D,58538.323958184825,6.3826349652720795,0
FRB20190226B,FRB20190226B,58540.658345865784,2.217613695952297,0
FRB20190222A,FRB20190301A,58543.75211206689,8.237380058151473,1
FRB20190303A,FRB20190303A,58545.46200061514,2.28246664276658,0
FRB20181119A,FRB20190313A,58555.390124446865,1.7157518318967062,0
FRB20190320E,FRB20190320E,58562.97182760651,12.722774806564715,0
FRB20180814A,FRB20190329A,58571.99885785998,2.614156902206627,0
FRB20190208A,FRB20190406A,58579.58013210809,2.3950713090611577,0
FRB20190417A,FRB20190417A,58590.58061130171,3.6757204715896474,0
FRB20190303A,FRB20190421A,58594.33345304802,4.4898405233955225,0
FRB20190430C,FRB20190430C,58603.495727291476,6.848178376560303,0
FRB20190213A,FRB20190515C,58618.773464417034,4.103834512294966,0
FRB20180814A,FRB20190517B,58620.85667769164,4.139632459392824,0
FRB20180916B,FRB20190518A,58621.759521592314,1.8414286483909796,0
FRB20180916B,FRB20190518E,58621.76465300281,3.6995658608881707,0
FRB20180916B,FRB20190519A,58622.743352272955,3.907208499836889,0
FRB20180916B,FRB20190519B,58622.75626740045,14.271455506522392,0
FRB20180916B,FRB20190519C,58622.757525436675,3.9738062493905963,0
FRB20181128A,FRB20190527B,58630.86089985905,0.9343301427684833,0
FRB20180916B,FRB20190603A,58637.71485446991,0.794837006776381,0
FRB20190604A,FRB20190604A,58638.24302371962,8.840551142375261,0
FRB20180916B,FRB20190604F,58638.71643304025,21.22929136623132,0
FRB20180916B,FRB20190605A,58639.705612594225,6.215060017680737,0
FRB20180916B,FRB20190605B,58639.710079528755,25.467478161392652,0
FRB20190604A,FRB20190606A,58640.23230935986,2.3687947411794106,0
FRB20190609C,FRB20190609C,58643.8188582001,1.1974539113479787,0
FRB20180814A,FRB20190611A,58645.78660139288,12.470580295249182,1
