t_days,size
5.200167,3.09
5.203318,3.77
5.211706,2.63
5.212840,3.22
5.217415,2.69
5.217645,2.82
5.230924,2.87
5.233746,2.6
5.233771,2.58
5.241514,2.74
5.245215,3.38
5.250040,2.88
5.250572,2.78
5.256206,3.28
5.269694,3.66
5.279301,2.5
5.279520,3.48
5.281290,3.48
5.292768,2.79
5.309221,2.67
5.313681,2.94
5.346248,2.8
5.350824,2.8
5.356170,2.8
5.361157,3.27
5.366240,2.86
5.372909,2.56
5.374581,3.16
5.375265,2.78
5.384302,2.84
5.386524,2.81
5.388372,2.68
5.405448,2.86
5.408366,2.5
5.424223,2.9
5.424894,2.51
5.433106,2.63
5.445681,2.99
5.447914,3.06
5.450635,2.5
5.455841,2.55
5.463796,2.71
5.465441,2.5
5.465698,2.92
5.474800,2.83
5.478998,4.1
5.503160,2.59
5.506703,2.62
5.509445,2.57
5.519887,3.18
5.521858,2.88
5.530132,3.08
5.544902,2.51
5.553035,2.71
5.560278,3.04
5.563293,2.61
5.581568,2.65
5.582910,2.96
5.585135,3.9
5.610713,2.75
5.613028,2.64
