t_days,size
6.384802,4.8
6.414151,4.7
6.415895,4.7
6.420468,4.5
6.426562,4.9
6.445116,4.7
6.457063,4.9
6.466504,4.5
6.469628,4.8
6.470521,4.8
6.483605,4.5
6.486734,4.7
6.489930,4.8
6.510364,4.8
6.521586,4.5
6.527699,4.6
6.535965,4.8
6.548065,5.5
6.551145,4.5
6.553148,5
6.555075,5.1
6.570776,4.5
6.615735,4.6
6.628977,4.7
6.638964,4.9
6.647229,4.6
6.651376,4.8
6.671624,4.6
6.718737,4.8
6.725887,4.8
6.767828,4.9
6.788132,5.1
6.795620,4.8
6.796426,4.6
6.827302,4.5
6.836104,4.5
6.856104,4.5
6.875966,5
6.901038,5.5
6.950830,4.5
6.974543,4.7
6.976399,4.8
6.980758,4.7
6.983996,4.7
7.070372,4.7
7.070825,4.9
7.072519,4.7
7.075964,4.6
7.079969,4.8
7.080429,4.9
7.093862,5.3
7.111355,4.6
7.118642,4.7
7.200584,4.5
7.203243,4.7
7.232158,4.5
7.271297,4.9
7.274117,4.8
7.299102,4.7
7.300772,4.5
7.301721,4.6
7.312002,4.7
7.327957,5
7.331758,4.6
7.364492,4.8
7.386518,4.8
7.442434,4.8
7.454578,4.6
7.487866,5.2
7.499781,4.5
7.501627,4.7
7.509263,4.6
7.532236,5.1
7.536125,4.5
7.562741,4.9
7.564529,5
7.586633,4.5
7.587996,5.3
7.597491,4.7
7.603483,4.9
7.615433,4.8
7.641067,5
7.647559,4.9
7.723540,4.7
7.731537,4.7
7.740709,5.5
7.751882,5.1
7.752226,5.1
7.759002,4.8
7.770950,4.6
7.799178,4.6
7.816906,5.9
7.820018,5.4
7.828710,4.5
7.881625,4.7
7.887589,4.8
7.984971,4.6
7.990041,4.6
8.010717,4.6
8.012252,4.9
8.020370,4.5
8.039392,4.7
8.046335,4.9
8.063852,4.7
8.073723,4.7
8.079739,4.8
8.094461,4.7
8.110316,4.6
8.112475,4.6
8.114819,4.5
8.156967,4.5
8.173884,5.7
8.207471,4.5
8.217184,4.7
8.219746,4.6
8.228805,4.7
8.230532,4.6
8.238986,4.7
8.253823,4.8
8.270923,4.6
8.311230,4.6
8.470654,4.8
8.516859,4.6
8.538636,4.9
8.543272,4.5
8.551254,4.8
8.569798,4.5
8.597237,4.6
8.626443,4.7
8.680786,4.8
8.701986,4.6
8.736441,4.8
8.743614,4.9
8.804900,4.6
8.807866,5.1
8.814228,4.6
8.818273,5
8.822466,5.4
8.889041,4.5
8.927966,4.5
8.952527,4.5
8.954173,4.5
8.955686,4.6
8.981723,4.7
8.984426,4.6
9.006328,5.6
9.008114,5.2
9.021018,4.6
9.067076,4.6
9.070083,4.9
9.088785,5.2
9.090352,5.2
9.101530,4.6
9.109176,4.8
9.112214,4.8
9.121958,4.6
9.169171,4.6
9.201010,5.1
9.216698,4.9
9.219737,4.9
9.235924,4.5
9.251000,4.8
9.254613,4.6
9.262067,5.8
9.289685,4.8
9.296707,4.6
9.360817,4.5
9.376736,5.1
9.380840,4.8
9.388790,4.5
9.394080,4.9
9.397109,4.6
9.400690,4.6
9.405354,4.5
9.410055,4.5
9.420125,5
9.422155,4.8
9.429691,4.9
9.454389,4.6
9.457136,4.5
9.473981,5.2
9.490901,4.9
9.492087,4.6
9.494072,4.9
9.539809,4.6
9.588867,4.8
9.596574,4.5
9.605239,4.9
9.625776,4.8
9.687247,4.5
9.810697,4.6
9.828061,4.6
9.868704,4.8
9.881703,4.6
9.894282,4.7
9.896678,4.5
9.936701,4.7
9.973404,4.9
10.005421,5
10.061183,4.6
10.097198,4.9
10.099330,4.6
10.151303,4.6
10.206094,5.1
10.285553,4.8
10.301908,4.8
10.326131,4.8
10.335421,4.6
10.380197,4.5
10.411694,4.5
10.458717,4.9
10.510888,4.5
10.552028,5
10.568085,4.8
10.569766,4.6
10.571310,4.8
10.573309,4.6
10.626812,4.5
10.626966,4.6
10.642760,4.5
10.650602,4.7
10.651087,4.7
10.668805,4.7
10.675373,4.6
